StudentID,Name,AcademicInterest,ExtracurricularActivities,Skills,Location,YearOfStudy,Major,GPA,Languages,ClubMemberships,ResearchInterests
402,Student 402,Psychology,Volunteer Group,"Problem Solving, Programming, Leadership",Houston,Graduate,Mathematics,3.64,"English, Japanese, French, Chinese, Spanish","Coding Club, Art Club, Music Club",Climate Change
403,Student 403,Biology,Coding Club,"Data Analysis, Artistic",New York,Freshman,Physics,3.72,"English, Chinese, Japanese, German","Coding Club, Music Club, Debate Club, Art Club",Healthcare Management
404,Student 404,Biology,Debate Club,"Artistic, Leadership",Los Angeles,Graduate,Biology,2.72,"French, English, Spanish","Debate Club, Sports Team, Volunteer Group, Coding Club, Music Club",Climate Change
405,Student 405,Computer Science,Coding Club,"Programming, Public Speaking, Leadership, Data Analysis",New York,Freshman,Mathematics,2.22,Chinese,"Coding Club, Music Club, Art Club, Debate Club",Educational Technology
406,Student 406,Mathematics,Music Club,"Programming, Data Analysis, Leadership, Public Speaking, Artistic",Chicago,Junior,History,3.37,"Spanish, French, Japanese",Debate Club,Nanotechnology
407,Student 407,Psychology,Sports Team,"Public Speaking, Leadership",New York,Junior,Physics,2.72,"French, Japanese, Spanish, Chinese, German, English","Sports Team, Coding Club, Debate Club, Volunteer Group, Music Club, Art Club",Machine Learning
408,Student 408,Psychology,Sports Team,Programming,San Francisco,Sophomore,Physics,3.91,"Chinese, Spanish, French, English, German, Japanese","Sports Team, Art Club, Volunteer Group, Coding Club",Blockchain Technology
409,Student 409,Biology,Music Club,"Artistic, Programming, Leadership, Data Analysis, Problem Solving",Houston,Sophomore,Mathematics,3.56,"French, English, Japanese, German","Music Club, Debate Club, Art Club, Volunteer Group, Coding Club",Biomedical Engineering
410,Student 410,Psychology,Coding Club,"Public Speaking, Artistic, Leadership, Programming",San Francisco,Graduate,Computer Science,2.19,"English, French, Japanese, Spanish","Music Club, Coding Club, Sports Team, Volunteer Group, Art Club",Renewable Energy
411,Student 411,Computer Science,Debate Club,"Programming, Public Speaking, Leadership, Data Analysis, Artistic, Problem Solving",San Francisco,Sophomore,Mathematics,2.08,"English, German, Chinese, French","Volunteer Group, Art Club",Environmental Sustainability
412,Student 412,History,Music Club,"Leadership, Data Analysis, Programming, Problem Solving, Artistic, Public Speaking",Chicago,Graduate,Computer Science,2.73,"English, Chinese, French, Spanish","Music Club, Art Club, Coding Club",Quantum Computing
413,Student 413,Physics,Music Club,"Problem Solving, Leadership, Data Analysis",Boston,Senior,Biology,2.42,"French, Spanish, German, Chinese","Debate Club, Music Club, Volunteer Group",Cognitive Psychology
414,Student 414,Psychology,Debate Club,"Data Analysis, Problem Solving, Leadership, Public Speaking",Chicago,Senior,Mathematics,2.36,"Spanish, Japanese, German","Sports Team, Debate Club, Music Club",Urban Planning
415,Student 415,History,Volunteer Group,"Data Analysis, Artistic, Leadership",Chicago,Sophomore,Psychology,3.37,Chinese,Coding Club,Machine Learning
416,Student 416,History,Art Club,"Public Speaking, Programming, Leadership",New York,Sophomore,History,2.81,"Chinese, English, German, Japanese, French","Debate Club, Music Club, Sports Team, Art Club, Volunteer Group",Artificial Intelligence
417,Student 417,Biology,Music Club,"Artistic, Public Speaking, Problem Solving, Programming, Leadership",Boston,Freshman,Biology,2.4,"Japanese, Spanish","Sports Team, Debate Club, Volunteer Group, Music Club",Bioinformatics
418,Student 418,Mathematics,Coding Club,"Leadership, Public Speaking, Artistic, Programming",San Francisco,Sophomore,Mathematics,3.99,English,"Debate Club, Music Club, Coding Club, Sports Team, Volunteer Group, Art Club",Data Science
419,Student 419,Physics,Coding Club,"Public Speaking, Problem Solving, Leadership, Data Analysis, Programming",New York,Freshman,History,3.94,"Japanese, German, French, Spanish","Debate Club, Sports Team, Art Club",Healthcare Management
420,Student 420,Physics,Debate Club,Leadership,New York,Junior,Computer Science,3.71,"Chinese, Japanese, French","Debate Club, Sports Team, Music Club, Coding Club",Blockchain Technology
421,Student 421,History,Sports Team,"Leadership, Problem Solving, Public Speaking, Artistic, Data Analysis",Houston,Senior,Mathematics,3.11,"French, German, Spanish","Volunteer Group, Music Club",Biomedical Engineering
422,Student 422,Psychology,Music Club,"Data Analysis, Problem Solving, Artistic, Programming, Leadership",San Francisco,Graduate,Psychology,2.38,"Japanese, German, Chinese",Sports Team,Cybersecurity
423,Student 423,Mathematics,Music Club,"Data Analysis, Problem Solving, Artistic, Public Speaking",Chicago,Junior,Psychology,2.65,"German, French, Japanese, Chinese, English","Volunteer Group, Debate Club, Coding Club, Sports Team",Sustainable Agriculture
424,Student 424,Psychology,Sports Team,"Problem Solving, Artistic, Programming",Boston,Freshman,Mathematics,3.54,"French, English, Japanese, German","Volunteer Group, Sports Team, Debate Club, Coding Club, Music Club",Robotics
425,Student 425,History,Music Club,"Problem Solving, Leadership, Artistic",Houston,Freshman,Computer Science,3.14,"German, Chinese","Debate Club, Sports Team",Environmental Sustainability
426,Student 426,Computer Science,Sports Team,Artistic,San Francisco,Junior,History,2.99,"Spanish, French, English","Coding Club, Music Club, Volunteer Group",Social Sciences
427,Student 427,Psychology,Debate Club,"Programming, Problem Solving, Artistic",New York,Junior,Mathematics,2.47,Spanish,"Coding Club, Volunteer Group",Space Exploration
428,Student 428,History,Debate Club,"Artistic, Data Analysis, Problem Solving, Leadership, Public Speaking",Boston,Senior,Psychology,2.69,"Spanish, Japanese, English, Chinese, French, German","Coding Club, Debate Club",Bioinformatics
429,Student 429,Psychology,Coding Club,"Leadership, Artistic, Public Speaking, Programming",San Francisco,Junior,Mathematics,2.93,"Chinese, Japanese, Spanish, German, French","Art Club, Sports Team, Coding Club, Volunteer Group, Music Club",Natural Language Processing
430,Student 430,Physics,Art Club,Data Analysis,Los Angeles,Senior,Psychology,3.22,"English, German, Chinese","Sports Team, Music Club, Coding Club, Volunteer Group",Renewable Energy
431,Student 431,History,Coding Club,"Programming, Artistic, Public Speaking",Chicago,Freshman,Mathematics,2.84,"Japanese, English, German, Chinese, Spanish","Sports Team, Volunteer Group",Bioinformatics
432,Student 432,Physics,Music Club,"Problem Solving, Artistic, Data Analysis, Public Speaking",Houston,Freshman,Mathematics,3.85,"Japanese, French, English, German, Spanish, Chinese","Art Club, Debate Club, Coding Club, Music Club",Climate Change
433,Student 433,Physics,Sports Team,"Problem Solving, Programming, Data Analysis, Public Speaking, Artistic",Los Angeles,Sophomore,Computer Science,2.75,"French, German, English, Spanish, Chinese, Japanese","Volunteer Group, Music Club, Sports Team, Art Club, Coding Club",Political Science
434,Student 434,Biology,Sports Team,"Programming, Problem Solving",Chicago,Sophomore,Psychology,2.5,"German, Japanese, English","Sports Team, Art Club, Volunteer Group, Music Club",Biomedical Engineering
435,Student 435,Mathematics,Debate Club,"Programming, Artistic, Leadership, Data Analysis",Los Angeles,Freshman,Mathematics,2.12,"Chinese, Spanish","Volunteer Group, Art Club, Music Club, Debate Club",Quantum Computing
436,Student 436,Biology,Sports Team,"Programming, Leadership, Artistic",New York,Senior,Mathematics,2.73,Spanish,"Sports Team, Art Club, Music Club, Volunteer Group",Environmental Sustainability
437,Student 437,Computer Science,Sports Team,"Data Analysis, Public Speaking, Artistic, Problem Solving, Programming",San Francisco,Graduate,Psychology,3.48,"Spanish, German, English, Japanese, French, Chinese","Debate Club, Art Club, Volunteer Group",Climate Change
438,Student 438,Computer Science,Debate Club,"Public Speaking, Problem Solving, Artistic, Data Analysis, Leadership, Programming",Chicago,Freshman,Psychology,2.37,"Spanish, English, Japanese, French, German","Music Club, Volunteer Group, Sports Team, Coding Club, Debate Club, Art Club",Nanotechnology
439,Student 439,Physics,Coding Club,"Programming, Public Speaking, Data Analysis, Problem Solving, Artistic",San Francisco,Senior,Psychology,3.06,French,Art Club,Social Sciences
440,Student 440,Physics,Music Club,Leadership,Chicago,Senior,Mathematics,3.74,"English, German, Chinese, Spanish, Japanese, French","Art Club, Volunteer Group",Cognitive Psychology
441,Student 441,History,Coding Club,"Programming, Problem Solving, Data Analysis, Leadership, Public Speaking, Artistic",Boston,Junior,Mathematics,2.72,"Spanish, Japanese, English, German","Debate Club, Coding Club, Volunteer Group, Sports Team",Renewable Energy
442,Student 442,Computer Science,Art Club,"Public Speaking, Artistic, Data Analysis, Programming, Problem Solving",Houston,Senior,Computer Science,3.05,"English, French, Spanish, German, Chinese","Volunteer Group, Sports Team, Music Club, Debate Club, Coding Club, Art Club",Urban Planning
443,Student 443,Physics,Coding Club,"Leadership, Public Speaking, Artistic, Programming, Data Analysis, Problem Solving",Los Angeles,Freshman,Psychology,2.08,"Chinese, Spanish, French","Music Club, Volunteer Group, Art Club, Sports Team, Debate Club, Coding Club",Cognitive Psychology
444,Student 444,History,Volunteer Group,"Public Speaking, Leadership, Artistic, Data Analysis",San Francisco,Senior,Computer Science,2.06,"French, Japanese, Spanish","Art Club, Sports Team",Healthcare Management
445,Student 445,Physics,Music Club,"Leadership, Artistic, Public Speaking, Problem Solving, Data Analysis",Houston,Sophomore,Psychology,3.83,"German, Chinese, Japanese, French","Volunteer Group, Art Club, Debate Club",Blockchain Technology
446,Student 446,Computer Science,Volunteer Group,"Artistic, Public Speaking, Programming, Problem Solving",Los Angeles,Junior,Physics,2.85,"English, French, German, Japanese, Chinese, Spanish","Sports Team, Coding Club",Nanotechnology
447,Student 447,Biology,Art Club,Artistic,Boston,Sophomore,Computer Science,2.78,"Chinese, English, Spanish, Japanese, French, German",Coding Club,Climate Change
448,Student 448,Mathematics,Sports Team,"Leadership, Problem Solving, Programming",San Francisco,Senior,Physics,2.63,"French, Japanese, German, Spanish",Sports Team,Political Science
449,Student 449,Physics,Debate Club,"Artistic, Problem Solving, Leadership",San Francisco,Senior,Psychology,3.33,"English, German, Spanish","Art Club, Coding Club, Volunteer Group, Debate Club, Music Club",Blockchain Technology
450,Student 450,Biology,Debate Club,"Leadership, Public Speaking, Programming, Data Analysis, Problem Solving, Artistic",Los Angeles,Sophomore,Computer Science,2.03,"English, German, Chinese, French",Coding Club,Environmental Sustainability
451,Student 451,Psychology,Art Club,"Artistic, Programming, Problem Solving, Data Analysis",Los Angeles,Sophomore,Physics,2.76,"English, French, Japanese, Spanish, German","Sports Team, Debate Club, Art Club, Volunteer Group, Coding Club",Environmental Sustainability
452,Student 452,History,Music Club,"Artistic, Programming, Problem Solving, Data Analysis",Boston,Freshman,History,2.16,"German, English, French, Japanese, Chinese, Spanish",Coding Club,Nanotechnology
453,Student 453,Psychology,Debate Club,"Leadership, Public Speaking, Artistic, Problem Solving, Data Analysis, Programming",San Francisco,Freshman,History,2.58,"German, Japanese, French",Sports Team,Environmental Sustainability
454,Student 454,Psychology,Debate Club,"Data Analysis, Programming, Artistic, Problem Solving, Leadership",Los Angeles,Freshman,Physics,2.17,"German, Chinese, French, English, Spanish","Sports Team, Music Club, Art Club",Social Sciences
455,Student 455,Biology,Volunteer Group,Leadership,Boston,Senior,Psychology,3.08,"Japanese, English, German","Sports Team, Music Club, Art Club, Volunteer Group, Debate Club, Coding Club",Sustainable Agriculture
456,Student 456,Mathematics,Debate Club,"Public Speaking, Problem Solving, Data Analysis, Leadership",Houston,Junior,Computer Science,3.65,"French, German, Spanish, English","Sports Team, Volunteer Group",Blockchain Technology
457,Student 457,History,Sports Team,"Artistic, Leadership, Problem Solving, Public Speaking, Programming, Data Analysis",New York,Freshman,History,2.01,"Spanish, Chinese, French, English, Japanese, German","Coding Club, Music Club, Volunteer Group",Climate Change
458,Student 458,History,Music Club,"Public Speaking, Programming",San Francisco,Senior,Biology,3.61,"German, Japanese, English, French, Chinese","Debate Club, Art Club, Sports Team, Volunteer Group",Machine Learning
459,Student 459,Physics,Music Club,"Programming, Leadership",Los Angeles,Senior,Mathematics,3.48,"Spanish, German, Japanese, French, Chinese, English",Music Club,Climate Change
460,Student 460,History,Coding Club,"Data Analysis, Programming, Problem Solving, Leadership, Public Speaking",Houston,Graduate,Psychology,2.38,"Spanish, Japanese, English, German","Coding Club, Sports Team, Volunteer Group",Healthcare Management
461,Student 461,Mathematics,Music Club,Data Analysis,Houston,Junior,History,3.35,French,"Sports Team, Debate Club, Art Club",Cybersecurity
462,Student 462,Mathematics,Debate Club,"Leadership, Public Speaking, Data Analysis, Programming",New York,Senior,Mathematics,2.84,"German, Spanish, French, Japanese, Chinese","Coding Club, Volunteer Group, Sports Team",Educational Technology
463,Student 463,History,Sports Team,"Programming, Artistic, Data Analysis",Los Angeles,Freshman,History,2.65,Japanese,"Art Club, Sports Team, Debate Club, Music Club, Coding Club",Sustainable Agriculture
464,Student 464,Computer Science,Sports Team,"Programming, Public Speaking, Leadership, Artistic, Data Analysis",Boston,Junior,Biology,2.85,"German, Japanese, French","Coding Club, Sports Team",Climate Change
